id,url,title,title_clean,published_at,year,month,year_month,view_count,label_klarifikasi,topic,topic_name,word_count
60224,https://www.komdigi.go.id/berita/berita-hoaks/detail/hoaks-tautan-bantuan-alat-pertanian-2025-dari-kementerian-pertanian,[HOAKS] Tautan Bantuan Alat Pertanian 2025 dari Kementerian Pertanian,Tautan Bantuan Alat Pertanian 2025 dari Kementerian Pertanian,2025-04-17 23:02:00,2025,4,2025-04,989,HOAKS,18,Bantuan Sosial dan Tautan Pendaftaran Palsu,81
60223,https://www.komdigi.go.id/berita/berita-hoaks/detail/hoaks-tarian-pemanggil-thr-merupakan-tarian-tradisi-yahudi,[HOAKS] Tarian Pemanggil THR Merupakan Tarian Tradisi Yahudi,Tarian Pemanggil THR Merupakan Tarian Tradisi Yahudi,2025-04-17 23:01:00,2025,4,2025-04,487,HOAKS,22,Topik Lainnya,84
60222,https://www.komdigi.go.id/berita/berita-hoaks/detail/hoaks-voucer-gratis-rp500-ribu-dari-alfamart,[HOAKS] Voucer Gratis Rp500 Ribu dari Alfamart,Voucer Gratis Rp500 Ribu dari Alfamart,2025-04-17 23:00:00,2025,4,2025-04,335,HOAKS,10,"Bank, Undian, dan Hadiah Palsu",57
60217,https://www.komdigi.go.id/berita/berita-hoaks/detail/hoaks-razia-zebra-gabungan-dishub-dan-polres-seluruh-indonesia,[HOAKS] Razia Zebra Gabungan Dishub dan Polres Seluruh Indonesia,Razia Zebra Gabungan Dishub dan Polres Seluruh Indonesia,2025-04-16 23:59:00,2025,4,2025-04,5339,HOAKS,43,Topik Lainnya,146
60216,https://www.komdigi.go.id/berita/berita-hoaks/detail/hoaks-jokowi-sebut-pertemuan-presiden-prabowo-subianto-dan-megawati-langgar-kode-etik-berpolitik,[HOAKS] Jokowi Sebut Pertemuan Presiden Prabowo Subianto dan Megawati Langgar Kode Etik Berpolitik,Jokowi Sebut Pertemuan Presiden Prabowo Subianto dan Megawati Langgar Kode Etik Berpolitik,2025-04-16 23:58:00,2025,4,2025-04,485,HOAKS,1,"Isu Politik, Korupsi, dan Tokoh Publik",133
60215,https://www.komdigi.go.id/berita/berita-hoaks/detail/hoaks-produk-dan-layanan-daihatsu-dialihkan-ke-toyota,[HOAKS] Produk dan Layanan Daihatsu Dialihkan ke Toyota,Produk dan Layanan Daihatsu Dialihkan ke Toyota,2025-04-16 23:57:00,2025,4,2025-04,457,HOAKS,81,Penipuan WhatsApp Mengatasnamakan Pejabat/Instansi,69
60207,https://www.komdigi.go.id/berita/berita-hoaks/detail/hoaks-produksi-butiran-beras-dari-plastik,[HOAKS] Produksi Butiran Beras dari Plastik,Produksi Butiran Beras dari Plastik,2025-04-15 23:04:00,2025,4,2025-04,6626,HOAKS,57,"Kesehatan, Obat, dan Pengobatan",96
60206,https://www.komdigi.go.id/berita/berita-hoaks/detail/hoaks-prabowo-akan-hapus-jabatan-kepala-desa,[HOAKS] Prabowo Akan Hapus Jabatan Kepala Desa,Prabowo Akan Hapus Jabatan Kepala Desa,2025-04-15 23:03:00,2025,4,2025-04,2909,HOAKS,1,"Isu Politik, Korupsi, dan Tokoh Publik",51
60205,https://www.komdigi.go.id/berita/berita-hoaks/detail/hoaks-gubernur-jawa-timur-tawarkan-motor-murah-rp500-ribu-untuk-warga-jawa-timur,[HOAKS] Gubernur Jawa Timur Tawarkan Motor Murah Rp500 Ribu untuk Warga Jawa Timur,Gubernur Jawa Timur Tawarkan Motor Murah Rp500 Ribu untuk Warga Jawa Timur,2025-04-15 23:01:00,2025,4,2025-04,847,HOAKS,43,Topik Lainnya,124
60204,https://www.komdigi.go.id/berita/berita-hoaks/detail/hoaks-penipuan-mengatasnamakan-anggota-dprd-kota-bandung-uung-tanuwidjaja,[HOAKS] Penipuan mengatasnamakan Anggota DPRD Kota Bandung Uung Tanuwidjaja,Penipuan mengatasnamakan Anggota DPRD Kota Bandung Uung Tanuwidjaja,2025-04-15 23:00:00,2025,4,2025-04,302,HOAKS,0,Penipuan WhatsApp Mengatasnamakan Pejabat/Instansi,92
60197,https://www.komdigi.go.id/berita/berita-hoaks/detail/hoaks-rumah-ridwan-kamil-digeruduk-warga-saat-kpk-sita-barang-hasil-korupsi,[HOAKS] Rumah Ridwan Kamil Digeruduk Warga saat KPK Sita Barang Hasil Korupsi,Rumah Ridwan Kamil Digeruduk Warga saat KPK Sita Barang Hasil Korupsi,2025-04-14 23:59:00,2025,4,2025-04,625,HOAKS,20,"Isu Politik, Korupsi, dan Tokoh Publik",105
60196,https://www.komdigi.go.id/berita/berita-hoaks/detail/hoaks-menag-sebut-uang-zakat-dan-infak-akan-digunakan-untuk-masjid-di-ikn,[HOAKS] Menag Sebut Uang Zakat dan Infak Akan Digunakan untuk Masjid di IKN,Menag Sebut Uang Zakat dan Infak Akan Digunakan untuk Masjid di IKN,2025-04-14 23:58:00,2025,4,2025-04,765,HOAKS,7,Agama dan Isu Sosial Keagamaan,77
60195,https://www.komdigi.go.id/berita/berita-hoaks/detail/hoaks-video-kapal-tua-menempel-di-tebing,[HOAKS] Video Kapal Tua Menempel di Tebing,Video Kapal Tua Menempel di Tebing,2025-04-14 23:57:00,2025,4,2025-04,409,HOAKS,26,"Hewan, Satwa, dan Peristiwa Alam",82
60194,https://www.komdigi.go.id/berita/berita-hoaks/detail/hoaks-ustaz-adi-hidayat-janjikan-bantuan-rp100-juta-untuk-tki,[HOAKS] Ustaz Adi Hidayat Janjikan Bantuan Rp100 Juta untuk TKI,Ustaz Adi Hidayat Janjikan Bantuan Rp100 Juta untuk TKI,2025-04-14 23:56:00,2025,4,2025-04,790,HOAKS,15,Bantuan Sosial dan Tautan Pendaftaran Palsu,126
60187,https://www.komdigi.go.id/berita/berita-hoaks/detail/hoaks-seorang-pria-diterkam-harimau-di-hutan-baluran,[HOAKS] Seorang Pria Diterkam Harimau di Hutan Baluran,Seorang Pria Diterkam Harimau di Hutan Baluran,2025-04-13 23:03:00,2025,4,2025-04,7645,HOAKS,75,Penipuan WhatsApp Mengatasnamakan Pejabat/Instansi,115
60186,https://www.komdigi.go.id/berita/berita-hoaks/detail/hoaks-ahy-berterima-kasih-kepada-rakyat-karena-ikhlaskan-uang-haji,[HOAKS] AHY Berterima Kasih kepada Rakyat karena Ikhlaskan Uang Haji,AHY Berterima Kasih kepada Rakyat karena Ikhlaskan Uang Haji,2025-04-13 23:02:00,2025,4,2025-04,803,HOAKS,52,Agama dan Isu Sosial Keagamaan,92
60185,https://www.komdigi.go.id/berita/berita-hoaks/detail/hoaks-tautan-pendaftaran-festival-berhadiah-bca-mobile,[HOAKS] Tautan Pendaftaran “Festival Berhadiah BCA Mobile”,Tautan Pendaftaran “Festival Berhadiah BCA Mobile”,2025-04-13 23:00:00,2025,4,2025-04,342,HOAKS,10,"Bank, Undian, dan Hadiah Palsu",58
60184,https://www.komdigi.go.id/berita/berita-hoaks/detail/hoaks-tautan-kompensasi-pertamax-oplosan-rp300000-dari-pertamina,[HOAKS] Tautan Kompensasi Pertamax Oplosan Rp300.000 dari Pertamina,Tautan Kompensasi Pertamax Oplosan Rp300.000 dari Pertamina,2025-04-12 23:59:00,2025,4,2025-04,775,HOAKS,18,Bantuan Sosial dan Tautan Pendaftaran Palsu,80
60183,https://www.komdigi.go.id/berita/berita-hoaks/detail/hoaks-blt-untuk-pelaku-umkm-sebesar-rp5-juta,[HOAKS] BLT untuk Pelaku UMKM Sebesar Rp5 Juta,BLT untuk Pelaku UMKM Sebesar Rp5 Juta,2025-04-12 23:58:00,2025,4,2025-04,1339,HOAKS,18,Bantuan Sosial dan Tautan Pendaftaran Palsu,103
60182,https://www.komdigi.go.id/berita/berita-hoaks/detail/hoaks-masuk-pik-2-wajib-bawa-paspor,[HOAKS] Masuk PIK 2 Wajib Bawa Paspor,Masuk PIK 2 Wajib Bawa Paspor,2025-04-12 23:57:00,2025,4,2025-04,498,HOAKS,80,"Isu Politik, Korupsi, dan Tokoh Publik",95
60179,https://www.komdigi.go.id/berita/berita-hoaks/detail/hoaks-dilarang-memasang-bendera-merah-putih-di-area-pik-2,[HOAKS] Dilarang Memasang Bendera Merah Putih di Area PIK 2,Dilarang Memasang Bendera Merah Putih di Area PIK 2,2025-04-11 23:02:00,2025,4,2025-04,708,HOAKS,22,Topik Lainnya,151
60178,https://www.komdigi.go.id/berita/berita-hoaks/detail/hoaks-tautan-pendaftaran-lowongan-kerja-program-bibit-bsi-2025,[HOAKS] Tautan Pendaftaran Lowongan Kerja Program BIBIT BSI 2025,Tautan Pendaftaran Lowongan Kerja Program BIBIT BSI 2025,2025-04-11 23:01:00,2025,4,2025-04,1740,HOAKS,4,Rekrutmen dan Lowongan Kerja Palsu,125
60177,https://www.komdigi.go.id/berita/berita-hoaks/detail/hoaks-video-spbu-di-bekasi-terbakar-pada-awal-april-2025,[HOAKS] Video SPBU di Bekasi Terbakar pada Awal April 2025,Video SPBU di Bekasi Terbakar pada Awal April 2025,2025-04-11 23:00:00,2025,4,2025-04,439,HOAKS,19,Topik Lainnya,84
60175,https://www.komdigi.go.id/berita/berita-hoaks/detail/hoaks-kapal-india-terdampar-di-perairan-nias-barat,[HOAKS] Kapal India Terdampar di Perairan Nias Barat,Kapal India Terdampar di Perairan Nias Barat,2025-04-10 23:59:00,2025,4,2025-04,505,HOAKS,26,"Hewan, Satwa, dan Peristiwa Alam",120
60174,https://www.komdigi.go.id/berita/berita-hoaks/detail/hoaks-tautan-pendaftaran-undian-berhadiah-bank-sumut,[HOAKS] Tautan Pendaftaran Undian Berhadiah Bank Sumut,Tautan Pendaftaran Undian Berhadiah Bank Sumut,2025-04-10 23:58:00,2025,4,2025-04,365,HOAKS,10,"Bank, Undian, dan Hadiah Palsu",73
60173,https://www.komdigi.go.id/berita/berita-hoaks/detail/hoaks-ustaz-yusuf-mansur-meninggal-dunia,[HOAKS] Ustaz Yusuf Mansur Meninggal Dunia,Ustaz Yusuf Mansur Meninggal Dunia,2025-04-10 23:57:00,2025,4,2025-04,1213,HOAKS,12,Penipuan WhatsApp Mengatasnamakan Pejabat/Instansi,63
60171,https://www.komdigi.go.id/berita/berita-hoaks/detail/hoaks-pendaftaran-pendamping-pkh-pengganti-kemensos-tahun-2025,[HOAKS] Pendaftaran Pendamping PKH Pengganti Kemensos Tahun 2025,Pendaftaran Pendamping PKH Pengganti Kemensos Tahun 2025,2025-04-09 22:02:00,2025,4,2025-04,2207,HOAKS,18,Bantuan Sosial dan Tautan Pendaftaran Palsu,112
60170,https://www.komdigi.go.id/berita/berita-hoaks/detail/hoaks-video-penyiksaan-wni-di-kamboja,[HOAKS] Video Penyiksaan WNI di Kamboja,Video Penyiksaan WNI di Kamboja,2025-04-09 22:01:00,2025,4,2025-04,10046,HOAKS,64,Penipuan WhatsApp Mengatasnamakan Pejabat/Instansi,126
60169,https://www.komdigi.go.id/berita/berita-hoaks/detail/hoaks-lumpur-lapindo-berhenti-menyembur,[HOAKS] Lumpur Lapindo Berhenti Menyembur,Lumpur Lapindo Berhenti Menyembur,2025-04-09 22:00:00,2025,4,2025-04,2097,HOAKS,83,Topik Lainnya,112
60161,https://www.komdigi.go.id/berita/berita-hoaks/detail/hoaks-dharma-pongrekun-bagi-bagi-uang-rp25-juta,[HOAKS] Dharma Pongrekun Bagi-Bagi Uang Rp25 Juta,Dharma Pongrekun Bagi-Bagi Uang Rp25 Juta,2025-04-08 23:59:00,2025,4,2025-04,758,HOAKS,15,Bantuan Sosial dan Tautan Pendaftaran Palsu,75
60160,https://www.komdigi.go.id/berita/berita-hoaks/detail/hoaks-detik-detik-erupsi-gunung-gede-2-april-2025,[HOAKS] Detik-Detik Erupsi Gunung Gede 2 April 2025,Detik-Detik Erupsi Gunung Gede 2 April 2025,2025-04-08 23:58:00,2025,4,2025-04,1456,HOAKS,46,Penipuan WhatsApp Mengatasnamakan Pejabat/Instansi,111
60159,https://www.komdigi.go.id/berita/berita-hoaks/detail/hoaks-abu-janda-jadi-komisaris-jasa-marga,[HOAKS] Abu Janda Jadi Komisaris Jasa Marga,Abu Janda Jadi Komisaris Jasa Marga,2025-04-08 23:57:00,2025,4,2025-04,1975,HOAKS,1,"Isu Politik, Korupsi, dan Tokoh Publik",63
60158,https://www.komdigi.go.id/berita/berita-hoaks/detail/hoaks-foto-foto-gua-misterius-dan-benua-lain-di-antartika,[HOAKS] Foto-Foto Gua Misterius dan Benua Lain di Antartika,Foto-Foto Gua Misterius dan Benua Lain di Antartika,2025-04-08 23:56:00,2025,4,2025-04,713,HOAKS,46,Penipuan WhatsApp Mengatasnamakan Pejabat/Instansi,136
60153,https://www.komdigi.go.id/berita/berita-hoaks/detail/hoaks-demo-di-turki-buntut-dari-ditahannya-wali-kota-istanbul,[HOAKS] Demo di Turki Buntut dari Ditahannya Wali Kota Istanbul,Demo di Turki Buntut dari Ditahannya Wali Kota Istanbul,2025-04-07 23:03:00,2025,4,2025-04,310,HOAKS,13,Penipuan WhatsApp Mengatasnamakan Pejabat/Instansi,127
60152,https://www.komdigi.go.id/berita/berita-hoaks/detail/hoaks-link-pendaftaran-bca-mobile-festival-berhadiah,[HOAKS] Link Pendaftaran BCA Mobile Festival Berhadiah,Link Pendaftaran BCA Mobile Festival Berhadiah,2025-04-07 23:01:00,2025,4,2025-04,588,HOAKS,10,"Bank, Undian, dan Hadiah Palsu",93
60151,https://www.komdigi.go.id/berita/berita-hoaks/detail/hoaks-maarten-paes-dicoret-dari-timnas-indonesia,[HOAKS] Maarten Paes Dicoret dari Timnas Indonesia,Maarten Paes Dicoret dari Timnas Indonesia,2025-04-07 23:01:00,2025,4,2025-04,422,HOAKS,24,Topik Lainnya,48
60150,https://www.komdigi.go.id/berita/berita-hoaks/detail/hoaks-iklan-penurun-berat-badan-mencatut-ilmuwan-di-facebook,[HOAKS] Iklan Penurun Berat Badan Mencatut Ilmuwan di Facebook,Iklan Penurun Berat Badan Mencatut Ilmuwan di Facebook,2025-04-07 23:00:00,2025,4,2025-04,484,HOAKS,40,Penipuan WhatsApp Mengatasnamakan Pejabat/Instansi,144
60149,https://www.komdigi.go.id/berita/berita-hoaks/detail/hoaks-undian-berhadiah-mengatasnamakan-bank-lampung,[HOAKS] Undian Berhadiah Mengatasnamakan Bank Lampung,Undian Berhadiah Mengatasnamakan Bank Lampung,2025-04-06 23:59:00,2025,4,2025-04,337,HOAKS,10,"Bank, Undian, dan Hadiah Palsu",85
60148,https://www.komdigi.go.id/berita/berita-hoaks/detail/hoaks-narasi-respon-imun-dari-vaksin-sebabkan-keracunan,[HOAKS] Narasi Respon Imun dari Vaksin Sebabkan Keracunan,Narasi Respon Imun dari Vaksin Sebabkan Keracunan,2025-04-06 23:58:00,2025,4,2025-04,487,HOAKS,3,Kesehatan dan Vaksin COVID-19,132
60147,https://www.komdigi.go.id/berita/berita-hoaks/detail/hoaks-video-pemimpin-korea-utara-kim-jong-un-masuk-islam,[HOAKS] Video Pemimpin Korea Utara Kim Jong-Un Masuk Islam,Video Pemimpin Korea Utara Kim Jong-Un Masuk Islam,2025-04-06 23:57:00,2025,4,2025-04,11810,HOAKS,7,Agama dan Isu Sosial Keagamaan,110
60146,https://www.komdigi.go.id/berita/berita-hoaks/detail/hoaks-presiden-prabowo-akan-hanguskan-tni-jika-membuat-rakyat-susah-usai-revisi-uu-tni-sah,[HOAKS] Presiden Prabowo akan Hanguskan TNI jika Membuat Rakyat Susah usai Revisi UU TNI Sah,Presiden Prabowo akan Hanguskan TNI jika Membuat Rakyat Susah usai Revisi UU TNI Sah,2025-04-06 23:56:00,2025,4,2025-04,871,HOAKS,1,"Isu Politik, Korupsi, dan Tokoh Publik",104
60145,https://www.komdigi.go.id/berita/berita-hoaks/detail/hoaks-video-testimoni-penyembuhan-diabetes-dengan-soda,[HOAKS] Video Testimoni Penyembuhan Diabetes dengan Soda,Video Testimoni Penyembuhan Diabetes dengan Soda,2025-04-05 22:02:00,2025,4,2025-04,754,HOAKS,21,"Kesehatan, Obat, dan Pengobatan",85
60144,https://www.komdigi.go.id/berita/berita-hoaks/detail/hoaks-presiden-prabowo-teken-sk-pemecatan-55-pejabat-kepala-daerah,[HOAKS] Presiden Prabowo Teken SK Pemecatan 55 Pejabat Kepala Daerah,Presiden Prabowo Teken SK Pemecatan 55 Pejabat Kepala Daerah,2025-04-05 22:01:00,2025,4,2025-04,316,HOAKS,1,"Isu Politik, Korupsi, dan Tokoh Publik",147
60143,https://www.komdigi.go.id/berita/berita-hoaks/detail/hoaks-patung-penyu-senilai-rp165-miliar-di-sukabumi-berbahan-kardus,"[HOAKS] Patung Penyu Senilai Rp16,5 Miliar di Sukabumi Berbahan Kardus","Patung Penyu Senilai Rp16,5 Miliar di Sukabumi Berbahan Kardus",2025-04-05 22:00:00,2025,4,2025-04,718,HOAKS,66,Penipuan WhatsApp Mengatasnamakan Pejabat/Instansi,132
60142,https://www.komdigi.go.id/berita/berita-hoaks/detail/hoaks-akun-tiktok-beserta-tautan-pemutihan-pajak,[HOAKS] Akun TikTok beserta Tautan Pemutihan Pajak,Akun TikTok beserta Tautan Pemutihan Pajak,2025-04-04 23:59:00,2025,4,2025-04,656,HOAKS,10,"Bank, Undian, dan Hadiah Palsu",71
60141,https://www.komdigi.go.id/berita/berita-hoaks/detail/hoaks-restoran-di-nigeria-menyajikan-daging-manusia,[HOAKS] Restoran di Nigeria Menyajikan Daging Manusia,Restoran di Nigeria Menyajikan Daging Manusia,2025-04-04 23:58:00,2025,4,2025-04,377,HOAKS,33,Penipuan WhatsApp Mengatasnamakan Pejabat/Instansi,92
60140,https://www.komdigi.go.id/berita/berita-hoaks/detail/hoaks-kendaraan-dengan-stnk-terlambat-pajak-2-tahun-akan-langsung-disita,[HOAKS] Kendaraan dengan STNK Terlambat Pajak 2 Tahun akan Langsung Disita,Kendaraan dengan STNK Terlambat Pajak 2 Tahun akan Langsung Disita,2025-04-04 23:57:00,2025,4,2025-04,811,HOAKS,41,"Hewan, Satwa, dan Peristiwa Alam",120
60139,https://www.komdigi.go.id/berita/berita-hoaks/detail/hoaks-tautan-lowongan-pekerjaan-bumn-perum-damri,[HOAKS] Tautan Lowongan Pekerjaan BUMN Perum DAMRI,Tautan Lowongan Pekerjaan BUMN Perum DAMRI,2025-04-03 23:05:00,2025,4,2025-04,288,HOAKS,4,Rekrutmen dan Lowongan Kerja Palsu,85
60138,https://www.komdigi.go.id/berita/berita-hoaks/detail/hoaks-bantuan-dana-dari-bpjs-kesehatan-pada-maret-2025,[HOAKS] Bantuan Dana dari BPJS Kesehatan pada Maret 2025,Bantuan Dana dari BPJS Kesehatan pada Maret 2025,2025-04-03 23:04:00,2025,4,2025-04,1153,HOAKS,32,Bantuan Sosial dan Tautan Pendaftaran Palsu,55
60137,https://www.komdigi.go.id/berita/berita-hoaks/detail/hoaks-video-gempa-di-kawasan-pantai-myanmar,[HOAKS]  Video Gempa di Kawasan Pantai Myanmar,Video Gempa di Kawasan Pantai Myanmar,2025-04-03 23:01:00,2025,4,2025-04,231,HOAKS,53,"Bencana, Banjir, dan Cuaca Ekstrem",64
60136,https://www.komdigi.go.id/berita/berita-hoaks/detail/hoaks-ajakan-agar-masyarakat-tarik-uang-tabungan-di-bank-sebelum-terlambat,[HOAKS]  Ajakan Agar Masyarakat Tarik Uang Tabungan di Bank sebelum Terlambat,Ajakan Agar Masyarakat Tarik Uang Tabungan di Bank sebelum Terlambat,2025-04-03 23:00:00,2025,4,2025-04,1733,HOAKS,36,"Bank, Undian, dan Hadiah Palsu",135
60135,https://www.komdigi.go.id/berita/berita-hoaks/detail/hoaks-tautan-pendaftaran-tunjangan-hari-raya-dan-sembako-jelang-hari-raya,[Hoaks] Tautan Pendaftaran Tunjangan Hari Raya dan Sembako Jelang Hari Raya,Tautan Pendaftaran Tunjangan Hari Raya dan Sembako Jelang Hari Raya,2025-04-02 23:59:00,2025,4,2025-04,304,HOAKS,10,"Bank, Undian, dan Hadiah Palsu",116
60134,https://www.komdigi.go.id/berita/berita-hoaks/detail/hoaks-pendaftaran-lowongan-kerja-indomaret-lewat-whatsapp,[HOAKS] Pendaftaran Lowongan Kerja Indomaret Lewat WhatsApp,Pendaftaran Lowongan Kerja Indomaret Lewat WhatsApp,2025-04-02 23:58:00,2025,4,2025-04,776,HOAKS,4,Rekrutmen dan Lowongan Kerja Palsu,64
60133,https://www.komdigi.go.id/berita/berita-hoaks/detail/hoaks-tautan-lowongan-kerja-mcdonalds-indonesia,[HOAKS] Tautan Lowongan Kerja McDonald’s Indonesia,Tautan Lowongan Kerja McDonald’s Indonesia,2025-04-02 23:57:00,2025,4,2025-04,224,HOAKS,4,Rekrutmen dan Lowongan Kerja Palsu,114
60132,https://www.komdigi.go.id/berita/berita-hoaks/detail/hoaks-tautan-dan-nomor-whatsapp-pengaduan-penipuan-online,[HOAKS] Tautan dan Nomor WhatsApp Pengaduan Penipuan Online,Tautan dan Nomor WhatsApp Pengaduan Penipuan Online,2025-04-01 23:05:00,2025,4,2025-04,2089,HOAKS,0,Penipuan WhatsApp Mengatasnamakan Pejabat/Instansi,71
60131,https://www.komdigi.go.id/berita/berita-hoaks/detail/hoaks-budi-arie-kembalikan-dana-haji-yang-dipakai-pemerintah-dalam-bentuk-thr,[HOAKS] Budi Arie Kembalikan Dana Haji yang Dipakai Pemerintah dalam Bentuk THR,Budi Arie Kembalikan Dana Haji yang Dipakai Pemerintah dalam Bentuk THR,2025-04-01 23:04:00,2025,4,2025-04,740,HOAKS,52,Agama dan Isu Sosial Keagamaan,127
60130,https://www.komdigi.go.id/berita/berita-hoaks/detail/hoaks-penyerangan-mahasiswa-ke-polres-bogor,[HOAKS] Penyerangan Mahasiswa ke Polres Bogor,Penyerangan Mahasiswa ke Polres Bogor,2025-04-01 23:03:00,2025,4,2025-04,279,HOAKS,13,Penipuan WhatsApp Mengatasnamakan Pejabat/Instansi,55
60129,https://www.komdigi.go.id/berita/berita-hoaks/detail/hoaks-tautan-loker-pegawai-pemerintah-non-pegawai-negeri-ppnpn,[HOAKS] Tautan Loker Pegawai Pemerintah Non Pegawai Negeri (PPNPN),Tautan Loker Pegawai Pemerintah Non Pegawai Negeri (PPNPN),2025-04-01 23:02:00,2025,4,2025-04,393,HOAKS,4,Rekrutmen dan Lowongan Kerja Palsu,80
60128,https://www.komdigi.go.id/berita/berita-hoaks/detail/hoaks-video-pencurian-organ-tubuh-bermodus-pembiusan-di-toilet-mal-pada-maret-2025,[HOAKS] Video Pencurian Organ Tubuh Bermodus Pembiusan di Toilet Mal pada Maret 2025,Video Pencurian Organ Tubuh Bermodus Pembiusan di Toilet Mal pada Maret 2025,2025-04-01 23:00:00,2025,4,2025-04,497,HOAKS,11,Penculikan Anak dan Kriminalitas,116
60121,https://www.komdigi.go.id/berita/berita-hoaks/detail/hoaks-video-gempa-di-nepal-pada-maret-2025,[HOAKS] Video Gempa di Nepal pada Maret 2025,Video Gempa di Nepal pada Maret 2025,2025-03-31 23:59:00,2025,3,2025-03,269,HOAKS,53,"Bencana, Banjir, dan Cuaca Ekstrem",66
60120,https://www.komdigi.go.id/berita/berita-hoaks/detail/hoaks-shin-tae-yong-kembali-pimpin-latihan-timnas-indonesia,[HOAKS] Shin Tae-yong Kembali Pimpin Latihan Timnas Indonesia,Shin Tae-yong Kembali Pimpin Latihan Timnas Indonesia,2025-03-31 23:58:00,2025,3,2025-03,6510,HOAKS,24,Topik Lainnya,150
60119,https://www.komdigi.go.id/berita/berita-hoaks/detail/hoaks-artikel-cnbc-sebut-wamenaker-minta-masyarakat-sumbangan-karena-kas-kosong,[HOAKS] Artikel CNBC Sebut Wamenaker Minta Masyarakat Sumbangan karena Kas Kosong,Artikel CNBC Sebut Wamenaker Minta Masyarakat Sumbangan karena Kas Kosong,2025-03-31 23:57:00,2025,3,2025-03,1528,HOAKS,42,"Isu Politik, Korupsi, dan Tokoh Publik",135
60118,https://www.komdigi.go.id/berita/berita-hoaks/detail/hoaks-akun-whatsapp-mengatasnamakan-kepala-dinas-lingkungan-hidup-provinsi-jawa-barat,[HOAKS] Akun WhatsApp Mengatasnamakan Kepala Dinas Lingkungan Hidup Provinsi Jawa Barat,Akun WhatsApp Mengatasnamakan Kepala Dinas Lingkungan Hidup Provinsi Jawa Barat,2025-03-30 23:59:00,2025,3,2025-03,167,HOAKS,0,Penipuan WhatsApp Mengatasnamakan Pejabat/Instansi,95
60117,https://www.komdigi.go.id/berita/berita-hoaks/detail/hoaks-video-veronica-koman-puji-kinerja-pemerintah-indonesia-di-papua,[HOAKS] Video Veronica Koman Puji Kinerja Pemerintah Indonesia di Papua,Video Veronica Koman Puji Kinerja Pemerintah Indonesia di Papua,2025-03-30 23:58:00,2025,3,2025-03,197,HOAKS,29,Topik Lainnya,105
60116,https://www.komdigi.go.id/berita/berita-hoaks/detail/hoaks-tautan-untuk-cairkan-thr-dari-kemnaker-dan-kemenkeu,[HOAKS] Tautan untuk Cairkan THR dari Kemnaker dan Kemenkeu,Tautan untuk Cairkan THR dari Kemnaker dan Kemenkeu,2025-03-30 23:57:00,2025,3,2025-03,299,HOAKS,18,Bantuan Sosial dan Tautan Pendaftaran Palsu,99
60113,https://www.komdigi.go.id/berita/berita-hoaks/detail/hoaks-tautan-pendaftaran-mudik-gratis-tahun-2025-dari-bri,[HOAKS] Tautan Pendaftaran Mudik Gratis Tahun 2025 dari BRI,Tautan Pendaftaran Mudik Gratis Tahun 2025 dari BRI,2025-03-29 23:02:00,2025,3,2025-03,265,HOAKS,10,"Bank, Undian, dan Hadiah Palsu",80
60112,https://www.komdigi.go.id/berita/berita-hoaks/detail/hoaks-tautan-pendaftaran-kupon-pembagian-hadiah-brimo-fstvl-ramadan,[HOAKS] Tautan Pendaftaran Kupon Pembagian Hadiah BRImo FSTVL Ramadan,Tautan Pendaftaran Kupon Pembagian Hadiah BRImo FSTVL Ramadan,2025-03-29 23:01:00,2025,3,2025-03,1251,HOAKS,10,"Bank, Undian, dan Hadiah Palsu",124
60111,https://www.komdigi.go.id/berita/berita-hoaks/detail/hoaks-akun-whatsapp-mengatasnamakan-kepala-satpol-pp-provinsi-jawa-barat,[HOAKS] Akun WhatsApp Mengatasnamakan Kepala Satpol PP Provinsi Jawa Barat,Akun WhatsApp Mengatasnamakan Kepala Satpol PP Provinsi Jawa Barat,2025-03-29 23:00:00,2025,3,2025-03,166,HOAKS,0,Penipuan WhatsApp Mengatasnamakan Pejabat/Instansi,92
60107,https://www.komdigi.go.id/berita/berita-hoaks/detail/hoaks-tautan-undian-bank-jatim-untuk-pengguna-jconnect-mobile,[HOAKS] Tautan Undian Bank Jatim untuk Pengguna Jconnect Mobile,Tautan Undian Bank Jatim untuk Pengguna Jconnect Mobile,2025-03-28 23:59:00,2025,3,2025-03,312,HOAKS,10,"Bank, Undian, dan Hadiah Palsu",102
60106,https://www.komdigi.go.id/berita/berita-hoaks/detail/hoaks-tautan-lowongan-kerja-di-pt-ajinomoto-indonesia,[HOAKS] Tautan Lowongan Kerja di PT Ajinomoto Indonesia,Tautan Lowongan Kerja di PT Ajinomoto Indonesia,2025-03-28 23:58:00,2025,3,2025-03,336,HOAKS,4,Rekrutmen dan Lowongan Kerja Palsu,103
60105,https://www.komdigi.go.id/berita/berita-hoaks/detail/hoaks-tautan-rekrutmen-pegawai-kementerian-kesehatan,[HOAKS] Tautan Rekrutmen Pegawai Kementerian Kesehatan,Tautan Rekrutmen Pegawai Kementerian Kesehatan,2025-03-28 23:57:00,2025,3,2025-03,552,HOAKS,4,Rekrutmen dan Lowongan Kerja Palsu,117
