Topic,Count,Name,Representation,Representative_Docs
46,88,46_gunung_erupsi_erupsi gunung_semeru,"['gunung', 'erupsi', 'erupsi gunung', 'semeru', 'gunung semeru', 'vulkanik', 'letusan', 'meletus', 'awan', 'geologi']","['video erupsi gunung merapi oktober beredar postingan di sebuah video erupsi gunung yang diklaim sebagai bagian dari erupsi gunung merapi postingan video tersebut dengan narasi gunung merapi di perbatasan jawa tengah dan yogyakarta senin pukul wib mengalami erupsi balai penyelidikan dan pengembangan teknologi kebencanaan geologi bpptkg menyebutkan awan panas menyembur dengan durasi detik dan amplitudo mm setelah dilakukan penelusuran memang benar telah terjadi erupsi gunung merapi pada hari senin oktober pukul wib akan tetapi video yang dibagikan tersebut bukan merupakan erupsi gunung merapi pada tanggal oktober melainkan video amatir pada saat erupsi gunung sinabung sumatera utara pada februari disinformasi', 'video erupsi gunung semeru desember unggahan berupa video yang memperlihatkan erupsi gunung disertai narasi cuplikan lain dari letusan semeru di pulau jawa di indonesia salah satu akun twitter yang mengunggah video tersebut mengklaim bahwa video yang diunggahnya merupakan potret erupsi gunung semeru pada sabtu desember video yang diklaim sebagai erupsi gunung semeru tersebut adalah keliru liputan6 com video yang diunggah akun twitter tersebut adalah potret erupsi gunung berapi calbuco di chili selatan pada april bukan erupsi gunung semeru pada sabtu desember disinformasi', 'video letusan gunung marapi beredar di facebook unggahan video rekaman peristiwa erupsi gunung yang diklaim sebagai gunung marapi kompas com mengeklaim video tersebut merupakan peristiwa erupsi gunung marapi yang terjadi pada minggu desember adalah keliru video yang beredar itu adalah video erupsi gunung sinabung yang meletus pada februari silam hoaks']"
47,104,47_bank indonesia_bank_mengatasnamakan bank_dana,"['bank indonesia', 'bank', 'mengatasnamakan bank', 'dana', 'surat', 'bi', 'indonesia bank', 'indonesia surat', 'resminya bank', 'transfer']","['surat perjanjian verifikasi saldo mengatasnamakan bank indonesia surat perjanjian anggota mengenai verifikasi saldo yang mengatasnamakan bank indonesia surat perjanjian verifikasi saldo yang mengatasnamakan bank indonesia tersebut adalah bank indonesia melalui akun instagram resminya bank indonesia menyampaikan bahwa bank indonesia tidak pernah mengeluarkan surat tersebut pihaknya juga menjelaskan bahwa pengecekan atau verifikasi saldo tidak dapat dilakukan melalui bank indonesia karena bank indonesia merupakan bank sentral yang tidak melakukan kegiatan komersial perbankan hoaks', 'surat sertifikasi emas mengatasnamakan bank indonesia surat pembuktian konfirmasi pengalihan dana dan sertifikasi emas mengatasnamakan bank indonesia bank indonesia melalui akun instagram resminya bank indonesia menyatakan bahwa dokumen tersebut adalah palsu bank indonesia menegaskan tidak melakukan penerbitan sertifikat emas seperti yang beredar sebagai bank sentral bank indonesia juga tidak melakukan penerbitan dokumen pengalihan dana lebih lanjut masyarakat diimbau jika menerima informasi meragukan terkait bank indonesia agar dapat menghubungi contact center bank indonesia call and interaction bicara di nomor telepon hoaks', 'surat pencairan deposito mengatasnamakan bank indonesia lampiran surat pencairan dana deposito yang disertai dengan logo dan keterangan bank indonesia pada surat tersebut terdapat keterangan nasabah nominal uang dan tanda tangan yang disertai materai surat pencairan deposito tersebut adalah palsu melalui akun twitter resmi bank indonesia bank indonesia dan instagram resmi bank indonesia bank indonesia pihak bank indonesia menegaskan bahwa surat tersebut dijelaskan pula bahwa bank indonesia tidak pernah melayani perihal pencairan deposito hoaks']"
48,78,48_rusia_australia_putin_vladimir putin,"['rusia', 'australia', 'putin', 'vladimir putin', 'vladimir', 'ukraina', 'presiden rusia', 'perang', 'rusia vladimir', 'pulau pasir']","['video korea utara terlibat di pulau pasir video di facebook yang mengklaim presiden rusia vladimir putin tidak hadir di konferensi tingkat tinggi ktt g20 karena sibuk memancing ikan kompas com kabar presiden rusia vladimir putin tidak hadir di ktt g20 karena sibuk memancing ikan adalah keliru video tersebut merupakan video yang sudah lama beredar video itu adalah potongan dari rangkaian kegiatan presiden vladimir putin saat berlibur ke republik tuva siberia pada dalam video putin terlihat memancing dan berburu ikan di bawah air adapun alasan ketidakhadiran putin adalah karena jadwal yang mengharuskan dia tetap berada di rusia disinformasi', 'amerika serikat kirim bomber nuklir dan kapal induk untuk halangi presiden rusia vladimir putin ke ktt g20 di bali video di facebook yang memperlihatkan kapal induk amerika serikat dan sejumlah pesawat tempur dengan narasi bahwa amerika serikat mengirimkan bomber nuklir dan kapal induk ke nusa tenggara timur ntt agar presiden joko widodo tidak melawan australia dan batal mengundang presiden rusia vladimir putin dalam acara konferensi tingkat tinggi ktt g20 di bali pasalnya jika presiden rusia vladimir putin datang bersamaan dengan presiden amerika serikat joe biden perairan laut bali akan dipenuhi dengan kapal perang dan kapal induk milik amerika serikat dan rusia yang siap saling menyerang berdasarkan penelusuran cekfakta tempo co klaim dalam video yang beredar tersebut adalah keliru video tersebut merupakan hasil suntingan yang menggabungkan sejumlah dokumentasi video dengan konteks berbeda dan sama sekali tidak ada kaitannya dengan ktt g20 di bali media australia abc net au menyebut bahwa amerika serikat berencana menempatkan bomber berkemampuan nuklir ke australia utara bukan di ntt sedangkan becca wasser dari center for new american security mengatakan menempatkan b di australia utara adalah peringatan bagi cina karena persiapan serangan beijing terhadap taiwan sedang meningkat disinformasi', 'presiden rusia vladimir putin meminta indonesia angkat senjata melawan australia telah beredar di instagram sebuah unggahan video pidato presiden rusia vladimir putin dengan thumbnail yang bertuliskan pulau pasir diklaim australia vladimir putin menghimbau indonesia angkat senjata klaim yang mengatakan bahwa presiden rusia vladimir putin meminta indonesia angkat senjata melawan australia terkait kepemilikan pulau pasir adalah kompas com video yang beredar tersebut merupakan cuplikan dari pidato putin pada maret lalu ketika presiden rusia itu menjawab kekhawatiran para ibu istri saudara perempuan serta kekasih dari pria rusia yang diterjunkan ke medan perang di ukraina isi pidato itu telah disunting dan diubah untuk mendukung narasi palsu yang mengklaim putin meminta indonesia mengangkat senjata melawan australia hoaks']"
49,157,49_sakit_rumah sakit_pasien_rsud,"['sakit', 'rumah sakit', 'pasien', 'rsud', 'pengobatan', 'ida dayak', 'ida', 'dokter', 'dr', 'dayak']","['sby dirawat di rumah sakit pada april facebook yang mengeklaim bahwa susilo bambang yudhoyono sby sedang dirawat dan terbaring di rumah sakit pada april adalah kompas com diketahui bahwa foto tersebut adalah momen ekonom rizal ramli dan presiden prabowo subianto menjenguk sby di rumah sakit pusat angkatan darat rspad jakarta pada juli pada saat itu sby dirawat di rumah sakit karena kelelahan usai mengikuti agenda di kabupaten pacitan dan kota yogyakarta tidak ada informasi valid yang membenarkan bahwa sby dirawat di rumah sakit pada april', 'pengobatan alternatif ida dayak di kota madiun pada oktober beredar poster di facebook yang menyebut ida dayak akan melakukan pengobatan alternatif di gedung graha cendekia universitas pgri madiun unipma pada sampai oktober kompas com kabar tersebut hoaks kepala seksi humas polres madiun kota ipda ahmad ubaidillah menjelaskan bahwa sampai saat ini tidak ada informasi valid soal pengobatan ida dayak di wilayahnya selain itu juga belum ada izin kegiatan tersebut di satuan intelijen keamanan santilkem polres madiun kota selain itu pengelola gedung graha cendekia juga memastikan menurut pengelola tidak ada peminjaman gedung untuk kegiatan pengobatan ida dayak pada sampai oktober hoaks', 'pengobatan ida dayak di kecamatan kalianda kabupaten lampung selatan pada februari yang membagikan informasi terkait ida dayak akan melakukan pengobatan alternatif di gedung aula seandanan kecamatan kalianda kabupaten lampung selatan dalam jelaskan bahwa pengobatan ida dayak akan berlangsung pada dan februari informasi yang menyebut ida dayak akan melakukan pengobatan di gedung aula seandanan kecamatan kalianda kabupaten lampung selatan adalah atau hoaks lampung tribunnews com kapolres lampung selatan akbp yusriandi yusrin mengatakan bahwa setelah dicek ke lokasi tidak ditemukan informasi ida dayak akan melakukan pengobatan di gedung aula seandanan kecamatan kalianda lebih lanjut pihak kelurahan way urang kecamatan kalianda juga memastikan karena tidak ada kegiatan pengobatan ida dayak di gedung aula seandanan pada sampai februari untuk itu masyarakat kabupaten lampung selatan diminta untuk tidak tertipu berita bohong terkait kehadiran pengobatan ida dayak di kecamatan kalianda hoaks']"
50,138,50_penutupan_psbb_ditutup_pembatasan,"['penutupan', 'psbb', 'ditutup', 'pembatasan', 'ppkm', 'wisata', 'ppkm darurat', 'bandara', 'pembatasan berskala', 'beroperasi']","['psbb selama hari kedepan akses jalan purwakarta akan ditutup telah beredar video di dan pesan berantai yang menginformasikan bahwa kabupaten purwakarta memberlakukan psbb pembatasan sosial berskala besar pada hari kedepan dan akses jalan akan ditutup diskominfo kabupaten purwakarta dalam postingan pada akun facebook nya memastikan bahwa informasi dalam pesan tersebut video yang dimuat dalam pesan berantai dan tersebut merupakan video simulasi tactical floor game tfg sementara penutupan jalan yang sudah diberlakukan pada ruas jalan protokol hanya untuk menghindari kerumunan physical distancing disinformasi', 'daftar titik penutupan jalan saat psbb di cirebon beredar pada sebuah infografis yang memberikan keterangan daftar titik penutupan ruas jalan di kota dan kabupaten cirebon pada masa pemberlakuan psbb pembatasan sosial berskala besar yang sedang diberlakukan pemerintah jawa barat dan bukan berasal dari sumber yang kredibel polresta cirebon melalui akun nya menyebutkan informasi yang beredar itu dan menghimbau masyarakat agar tidak mempercayainya hoaks', 'beredar daftar ruas jalan yang ditutup selama psbb kabupaten bengkalis beredar di kopian daftar ruas jalan yang akan dilakukan penutupan dalam kopian tersebut disebutkan bahwa akses jalan mulai ditutup dari pukul wib wib kopian yang viral tersebut hanya melampirkan daftar akses jalan yang ada di kecamatan bengkalis dan akses jalan di kecamatan mandau adapun akses jalan yang ditutup di kecamatan bengkalis antara lain jl bengkalis simpang sungai bengkel simpang buah kabid di satpol pp bengkalis hengki irawan mengatakan kalau hoaks hal senada juga disampaikan oleh kepala dinas perhubungan kabupaten bengkalis melalui sekretaris dishub bengkalis zul asri ia membantah kalau dinas perhubungan telah mengeluarkan pembatasan tersebut terkait dengan psbb pembatasan sosial berskala besar zul asri menyatakan pihaknya memang mengeluarkan daftar ruas jalan yang akan dilakukan pembatasan selama psbb namun belum bisa disampaikan ke publik karena peraturan bupati perbup belum ditandatangani disinformasi']"
51,86,51_kecelakaan_mobil_truk_video kecelakaan,"['kecelakaan', 'mobil', 'truk', 'video kecelakaan', 'kecelakaan terjadi', 'tol', 'bus', 'kecelakaan mobil', 'sopir', 'kejadian kecelakaan']","['video kecelakaan truk di puncak bogor pada februari beredar di facebook unggahan video kecelakaan yang melibatkan mobil truk dan sepeda motor dengan klaim kejadian tersebut terjadi di wilayah puncak bogor pada februari unggahan video kecelakaan dengan klaim terjadi di puncak bogor pada februari adalah keliru berdasarkan penelusuran kompas com video tersebut merupakan kejadian kecelakaan di jalan raya puncak kampung pengkolan desa ciloto kecamatan cipanas kabupaten cianjur pada november selain itu tidak ditemukan informasi terkait kecelakaan di jalan raya puncak pada februari hoaks', 'tumpahan oli penyebab kecelakaan karambol di sekip solo disinformasi melalui broadcast whatsapp mengenai adanya kecelakaan karambol yang disebabkan oleh tumpahan oli di sepanjang jl kolonel sugiono di depan spbu sekip kadipiro kecamatan banjarsari kota solo pada sabtu petugas spbu sekip solo joko sunarno saat ditemui solopos com di spbu kolonel sugiono membenarkan memang ada kecelakaan di depan spbu sekip sekitar pukul wib pagi namun bukan kecelakaan karambol yang disebabkan tumpahan oli seperti informasi yang beredar kecelakaan tersebut cenderung kecelakaan biasa joko sunarno menjelaskan kecelakaan itu terjadi karena pengguna sepeda motor tidak bisa mengerem kecelakaan itu juga tidak menyebabkan luka parah pada korban dan telah diselesaikan secara mediasi sementara itu penelusuran tribunsolo com di sepanjang jalan yang dimaksud dalam pesan whatsapp tersebut juga tidak terlihat ada tumpahan oli', 'kecelakaan akibat daun berpaku hoaks kejadian kecelakaan tersebut bukan terjadi di madiun melainkan kecelakaan di malaysia pada tahun dan penyebab kecelakaan tersebut bukan di sebabkan terkena daun berpaku lama source']"
52,107,52_haji_saudi_arab_arab saudi,"['haji', 'saudi', 'arab', 'arab saudi', 'jemaah', 'dana haji', 'kemenag', 'jemaah haji', 'ibadah haji', 'agama']","['jemaah aceh tetap bisa berangkat ibadah haji tahun ini di facebook bahwa jamaah haji aceh tetap bisa menunaikan ibadah haji tahun liputan6 com klaim jemaah aceh tetap bisa menunaikan ibadah haji pembatalan keberangkatan jemaah haji berlaku bagi seluruh warga negara indonesia tanpa terkecuali selain itu menteri agama fachrul razi mengatakan pihaknya sudah melayangkan surat resmi ke pemerintah arab saudi soal pembatalan pemberangkatan jemaah haji indonesia disinformasi', 'ibadah haji batal karena pemerintah tidak setor ke arab saudi beredar postingan di facebook dalam narasinya menyebutkan bahwa penyebab gagalnya keberangkatan jemaah haji indonesia di tahun karena pemerintah tidak menyetor biaya ibadah haji ke pemerintah arab saudi medcom id klaim penyebab gagalnya keberangkatan jemaah haji indonesia tahun ini karena pemerintah tidak menyetor biaya ibadah haji ke pemerintah arab saudi adalah salah penyebab batalnya keberangkatan jemaah haji tahun adalah karena alasan pandemi covid disinformasi', 'arab saudi tolak jemaah haji indonesia karena belum bayar bea akomodasi calon jemaah haji di twitter yang mengabarkan perihal penolakan arab saudi terhadap jemaah haji dari indonesia dalam unggahan itu disebutkan arab saudi menolak jemaah haji dari indonesia bukan karena pandemi covid melainkan karena indonesia belum membayar bea akomodasi calon jemaah haji akibat dana haji yang telah digunakan oleh pemerintah untuk membiayai berbagai proyek pembangunan infrastruktur di indonesia berdasarkan hasil penelusuran informasi bahwa arab saudi menolak jemaah haji dari indonesia karena belum membayar bea akomodasi calon jemaah haji adalah laman kompas com diketahui pemerintah arab saudi kembali memberlakukan kebijakan baru untuk menekan laju pertumbuhan corona di negaranya yakni dengan menangguhkan masuknya orang orang ke kerajaan dari negara termasuk indonesia mulai februari namun kebijakan tersebut dikecualikan untuk diplomat warga negara arab saudi praktisi medis dan keluarga mereka turnbackhoax id kepala badan pengelola keuangan haji bpkh anggito abimanyu mengatakan dana haji yang dikumpulkan pada sebanyak rp triliun ditempatkan untuk deposito di perbankan syariah dan digunakan untuk membeli surat berharga bukan untuk membiayai berbagai proyek pembangunan infrastruktur di indonesia disinformasi']"
53,80,53_gempa_gempa bumi_bumi_magnitudo,"['gempa', 'gempa bumi', 'bumi', 'magnitudo', 'akibat gempa', 'mengguncang', 'berkekuatan', 'berkekuatan magnitudo', 'hancur', 'bangunan']","['wilayah lampung hancur berkeping keping akibat gempa beruntun pada agustus unggahan video di platform youtube memberikan sebuah klaim pada judul bahwa wilayah lampung hancur berkeping keping akibat gempa beruntun yang menerjang wilayah lampung berdasarkan hasil penelusuran dari turnbackhoax id ternyata narator hanya membacakan sebuah artikel yang diunggah oleh news okezone com yang berjudul gempa bumi terjadi di pesisir barat lampung dalam artikel tersebut tidak dijelaskan bahwa terjadi gempa yang menghancurkan wilayah lampung hingga berkeping keping rri co id gempa bumi berkekuatan magnitudo mengguncang wilayah kecamatan pesisir barat provinsi lampung pada senin agustus gempa bumi tersebut terjadi pada pukul wib berdasarkan informasi dari akun badan meteorologi klimatologi dan geofisika bmkg lokasi gempa pada koordinat lintang selatan atau bujur timur pusat gempa berada di kilometer barat daya pesisir barat dengan kedalaman kilometer dari temuan tersebut dapat disimpulkan bahwa klaim yang mengatakan lampung hancur berkeping keping adalah hoaks', 'gempa bumi berkekuatan magnitudo mengguncang provinsi aceh pada maret unggahan video di platform youtube yang mengeklaim bencana gempa bumi mengguncang provinsi aceh dengan kekuatan magnitudo gambar thumbnail video menampilkan kondisi gedung dan bangunan yang runtuh akibat bencana gempa bumi klaim dalam unggahan video tersebut adalah keliru turnbackhoax id narator hanya membacakan artikel yang termuat di laman detik com berjudul gempa m guncang aceh besar yang rilis pada februari artikel tersebut membahas mengenai bencana gempa bumi yang mengguncang kabupaten aceh besar dengan kekuatan magnitudo bukan berkekuatan magnitudo sebagaimana klaim dalam unggahan video hoaks', 'gempa bumi berkekuatan magnitudo guncang provinsi sulawesi utara dan hancurkan ribuan rumah unggahan video di platform youtube yang mengeklaim bencana gempa bumi berkekuatan magnitudo mengguncang provinsi sulawesi utara dan menghancurkan ribuan rumah gambar thumbnail video menampilkan kondisi bangunan yang hancur dengan suasana sedih yang menyelimuti sejumlah orang klaim dalam unggahan video tersebut adalah keliru turnbackhoax id narator dalam video hanya membacakan artikel yang termuat di laman medcom id berjudul gempa magnitudo guncang pulau karatung sulut yang dirilis pada maret artikel tersebut membahas mengenai gempa bumi yang terjadi di pulau karatung sulawesi utara dengan kekuatan magnitudo bukan berkekuatan magnitudo sebagaimana klaim yang beredar dalam video selain itu tidak terdapat informasi kredibel yang menyebutkan bahwa ribuan rumah telah hancur akibat gempa bumi tersebut pihak badan meteorologi klimatologi dan geofisika bmkg tetap mengimbau masyarakat untuk mewaspadai gempa bumi susulan hoaks']"
54,86,54_lgbt_pks_istri_pernikahan,"['lgbt', 'pks', 'istri', 'pernikahan', 'nikah', 'ruu', 'perempuan', 'menikah', 'laki', 'gay']","['homo lesbi sudah dilindungi hukum uu disinformasi telah beredar postingan di facebook yang berisi sebuah tulisan yang membahas mengenai seruan aksi para kaum homoseksual dan lesbi atau biasa disebut dengan lgbt yang menuntu agar mereka bebas dan dilindungi oleh hukum dan perundang undangan dalam hari perempuan internasional dalam tulisan tersebut terdapat menyebutkan bahwa maka jangan heran di tahun ini meskipun indonesia itu mayoritasnya masih muslim tapi sekarang ini kelompok homo lesbi sudah dilindungi hukum uu setelah ditelusuri pernyataan dalam tulisan tersebut adalah keliru hal tersebut sudah jelas dibantah oleh ketua dewan perwakilan rakyat bambang soesatya beliau menegaskan bahwa dalam uu yang sedang disusun dpr saat ini baik ruu kuhp maupun ruu penghapusan kekerasan seksual ruu pks tidak ada yang membuka ruang untuk melegalkan lgbt nah ini yang perlu diluruskan tidak ada satu kalimat pun yang memberi ruang dan peluang bagi pengesahan adanya lgbt maupun perzinaan baik itu di kuhp maupun ruu pks news detik com berita mengenai uu yang melegalkan lgbt ini sudah seringkali diangkat menjadi bahan untuk menyesatkan masyarakat padahal sudah jelas pernyataan ketua dpr yang telah dipublikasikan di berbagai media', 'menteri agama hadiri acara penghargaan lgbt tanda dukungan hoaks kabar bahwa menteri agama ri lukman hakim saifuddin mendukung kelompok lgbt lesbian gay biseksual dan transgender kembali menjadi bahan perbincangan publik namanya ramai diperbincangkan di usai beredarnya sebuah video unggahan akun facebook aksi mahasiswa acara dalam video tersebut bukanlah acara khusus kelompok lgbt seperti yang dituduhkan melainkan acara ulang tahun aliansi jurnalis independen aji ke pada agustus lalu dalam perayaan yang mengusung tema media ekspresi dan keberagaman aji memang menyerahkan buah penghargaan yaitu tasrif award udin award dan sk trimurti award tasrif award diberikan untuk pejuang pejuang kebebasan berekspresi dan mereka yang tak kenal lelah mencari dan menegakkan keadilan tahun tasrif award pun diberikan kepada forum lgbtiq lesbian gay biseksual transgender interseksual dan queer yang terdiri dari sejumlah organisasi individu dan kelompok yang memperjuangkan lgbt di indonesia menag lukman yang merupakan tamu undangan pun turut mengapresiasi pemberian penghargaan tersebut namun hal itu bukan berarti ia mendukung apalagi melegalkan lgbt di indonesia selain untuk forum lgbtiq tasrif award juga diberikan kepada kelompok international people tribunal ipt yang terdiri dari pihak pihak yang peduli pada tragedi kembali viralnya video lama tersebut dan banyaknya kecaman membuat menag lukman gerah melalui akun twitter resmi kemenag kemenag ri ia menegaskan prinsip dan sikapnya terhadap perilaku dan kelompok lgbt tindakan atau perilaku lgbt merupakan tindakan yang menyimpang menurut ajaran agama semua agama menolaknya dan karenanya saya pun menolak tindakan atau perilaku lgbt katanya dalam video tersebut namun baginya hal itu bukan berarti masyarakat dapat merendahkan dan mengucilkan kelompok lgbt kelompok lgbt pun masih merupakan saudara sebangsa dan sesama manusia yang juga memiliki hak asasinya baginya pendekatan empatik dengan memberikan bimbingan dan pendampingan akan lebih efektif dalam mengarahkan kelompok lgbt dan menekan meluasnya penyimpangan tersebut dibanding menggunakan kekerasan', 'tolak ruu pro zina hoaks penejelasan belakangan ini sosial media telah diramaikan dengan petisi online yang disebarkan oleh salah satu akun facebook yang bernama maimon herawati pada tanggal januari dalam petisan itu dijelaskan bahwasannya ruu penghapusan kekerasan seksual melegalkan perzinaan lgbt dan aborsi menurut komisioner komnas perempuan imam nakhae ie menegaskan ruu ini dibuat bukan untuk melegalkan perzinaan aborsi hingga lgbt dalam naskah ruu pks hanya mengatur kekerasan seksual dan perlindungan bagi korban karena melihat tingginya kekerasan seksual yang terjadi di negara kita ini beliau menambahkan bahwasannya sebetulnya petisi yang menolak ruu pks dengan alasan bahwa ruu pks pro zina pro aborsi pro lgbt dan seterusnya itu tidak membaca baik ruu itu']"
55,95,55_lockdown_zona_zona merah_merah,"['lockdown', 'zona', 'zona merah', 'merah', 'peta', 'hitam', 'karantina', 'bandung', 'kota bandung', 'gugus']","['penyebaran covid di kota bandung saat ini sudah berstatus zona merah telah informasi yang menyebutkan bahwa saat ini status penyebaran covid di kota bandung sudah berstatus zona merah kabar tersebut ramai beredar melalui broadcast whatsapp laman pusat informasi covid kota bandung per tanggal april dari seluruh wilayah kecamatan peta sebaran covid di kota bandung tidak mengindikasikan status zona merah seperti yang dapat dilihat melalui laman sementara itu laman instagram jabar saber hoaks diketahui informasi yang menyebut seluruh wilayah di kecamatan kota bandung sudah berstatus zona merah dapat ditemui pada rilis pemberitaan tirto id tanggal september dengan judul seluruh kecamatan di kota bandung jadi zona merah covid dalam artikel itu disebutkan seluruh kecamatan di kota bandung jawa barat menjadi zona merah sesuai dengan data yang ditampilkan dalam laman pusat informasi covid pusicov kota bandung koordinator bidang perencanaan data kajian dan analisis gugus tugas covid kota bandung ahyani raksanagara saat itu mengatakan terdapat kecamatan dengan kasus aktif positif covid hoaks', 'kota surabaya dari zona merah menjadi zona hitam viral di twitter perbincangan mengenai status kota surabaya menjadi zona hitam penyebaran corona yang menyebutkan bahwa kota surabaya tak lagi masuk zona merah tapi masuk zona hitam kompas com menurut kepala dinas komunikasi dan informatika provinsi jawa timur benny sampirwanto mengatakan bahwa peta surabaya bukan berwarna hitam melainkan merah tua per juni kota surabaya memasuki zona merah tua bukan hitam benny lebih lanjut menjelaskan bahwa degradasi tampilan warna covid kabupaten dan kota di jawa timur bisa dipantau melalui website infocovid19 jatim go id perubahan warna pada peta sesuai angka penambahan kasus positif dan untuk di kota surabaya peta berubah dari merah ke merah tua karena ada penambahan kasus positif hingga pada juni disinformasi', 'jakarta kembali zona merah dan bogor zona hitam di facebook terkait peta sebaran covid wilayah dki jakarta dengan narasi dki kembali zona merah bogor zonna hitam peta yang ditampilkan pada unggahan tersebut merupakan peta persebaran corona yang ditampilkan situs pemantau milik pemerintah provinsi dki jakarta pada bulan april lalu yang sama sekali tidak relevan dengan perkembangan corona di dki jakarta saat ini kemudian klaim bahwa dki jakarta kembali zona merah tidaklah tepat sebab penggunaan kata kembali di kalimat tersebut seolah olah menyiratkan bahwa jakarta sempat berubah warna zona dari merah ke warna lain sebelum akhirnya kembali menjadi zona merah padahal jakarta memang telah menjadi zona merah sejak april dan status wilayah tersebut tidak pernah berubah jadi zona berwarna lain hingga saat ini selain itu klaim bogor zona hitam juga tidak tepat hal tersebut dikarenakan zona hitam bukanlah sasi resmi dipakai oleh gugus tugas untuk menjelaskan kondisi kasus aktif di suatu wilayah adapun gugus tugas memulai rentang zona dari warna hijau kuning oranye dan merah disinformasi']"
56,86,56_matahari_bumi_fenomena_suhu,"['matahari', 'bumi', 'fenomena', 'suhu', 'bmkg', 'panas', 'nasa', 'antariksa', 'cuaca', 'langit']","['cuaca dingin pada bulan juli hingga agustus karena fenomena aphelion telah pesan berantai whatsapp yang mengklaim bahwa cuaca akan lebih dingin mulai juli hingga agustus mendatang yang disebabkan oleh fenomena aphelion informasi yang mengatakan bahwa cuaca akan lebih dingin pada bulan juli hingga agustus karena adanya fenomena aphelion kompas com peneliti pusat riset antariksa brin andi pangerang mengatakan aphelion adalah fenomena yang terjadi saat bumi berjarak paling jauh dari matahari menurut andi fenomena aphelion tidak terjadi dalam waktu yang cukup lama melainkan pada tanggal tanggal tertentu saja selain itu fenomena aphelion juga tidak berdampak pada penurunan suhu di permukaan bumi atau dengan kata lain membuat suhu menjadi lebih dingin selain itu koordinator bidang prediksi dan peringatan dini cuaca badan meteorologi klimatologi dan geofisika bmkg miming saepudin mengatakan cuaca dingin yang terjadi akhir akhir ini adalah hal yang normal hoaks', 'fenomena aphelion penyebab cuaca dingin pada awal menyebut cuaca akan terasa dingin di awal tahun hingga agustus mendatang diakibatkan fenomena aphelion fenomena tersebut diklaim terjadi karena bumi berada sangat jauh dari matahari kompas com plt deputi klimatologi badan meteorologi klimatologi dan geofisika bmkg urip haryoko mengatakan cuaca dingin yang terjadi di indonesia disebabkan oleh fenomena aphelion ia menambahkan cuaca dingin disebabkan oleh periode musim hujan bukan karena bumi berada di titik terjauh dengan matahari memang benar bahwa fenomena aphelion terjadi ketika titik bumi berada paling jauh dengan matahari hal ini karena bentuk orbit tidak berbentuk bulat sempurna melainkan elips namun cuaca dingin di beberapa wilayah indonesia tidak terkait dengan fenomena aphelion secara umum wilayah indonesia berada pada periode musim penghujan dengan masa puncak terjadi pada februari sehingga menyebabkan penurunan suhu disinformasi', 'fenomena aphelion muncul menimbulkan penyakit karena suhu bumi jadi lebih dingin beredar pesan berantai di whatsapp yang mengeklaim munculnya fenomena aphelion menimbulkan penyakit karena membuat suhu bumi lebih dingin liputan6 com klaim fenomena aphelion menimbulkan penyakit karena membuat suhu bumi lebih dingin adalah plt deputi bidang klimatologi badan meteorologi klimatologi dan geofisika bmkg urip haryoko membantah klaim fenomena aphelion membuat suhu lebih dingin aphelion tidak berpengaruh signifikan terhadap suhu di bumi hal itu termasuk pada periode bumi letaknya lebih dekat dengan matahari perihelion peneliti pusat riset antariksa lembaga penerbangan dan antariksa nasional lapan andi pangeran menyatakan bahwa aphelion tidak berdampak pada kenaikan maupun penurunan suhu di permukaan bumi namun faktor klimatologis atau iklim yang turut berperan besar dalam perubahan suhu hoaks']"
